Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,"Week 0
Impressions","Week 1
Impressions","Week 0
eCPM","Week 1
eCPM","Week 0
Revenue","Week 1
Revenue",Week 0 Sessions,Week 1 Sessions,Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
3/7/2017,,,Media for Girls Ltd / Girl Games!,MFG018,BFF Pool Party Fun,iOS,DFP,Phone,Banner,320x50,/202162408/MFG018iOS-Phone-Banner,,1213738045,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Media for Girls Ltd / Girl Games!,MFG018,BFF Pool Party Fun,iOS,DFP,Tablet,Banner,728x90,/202162408/MFG018iOS-Tablet-Banner,,1213738045,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Media for Girls Ltd / Girl Games!,MFG018,BFF Pool Party Fun,iOS,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app31f88f0063a54e9b8b,vzb0b46013cba24a079c,1213738045,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Media for Girls Ltd / Girl Games!,MFG018G,BFF Pool Party Fun,GP,DFP,Phone,Banner,320x50,/202162408/MFG018GP-Phone-Banner,,net.girls_game.android_bffpoolpartyfunsalon,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Media for Girls Ltd / Girl Games!,MFG018G,BFF Pool Party Fun,GP,DFP,Tablet,Banner,728x90,/202162408/MFG018GP-Tablet-Banner,,net.girls_game.android_bffpoolpartyfunsalon,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Media for Girls Ltd / Girl Games!,MFG018G,BFF Pool Party Fun,GP,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app38abd3756ef14a8095,vz8b60f07a31b141efbf,net.girls_game.android_bffpoolpartyfunsalon,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Girls Beauty Salon Ltd/ Beauty Salon+,GBS025,Surprise Proposal,iOS,DFP,Phone,Banner,320x50,/202162408/GBS025iOS-Phone-Banner,,1214136621,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Girls Beauty Salon Ltd/ Beauty Salon+,GBS025,Surprise Proposal,iOS,DFP,Tablet,Banner,728x90,/202162408/GBS025iOS-Tablet-Banner,,1214136621,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Girls Beauty Salon Ltd/ Beauty Salon+,GBS025,Surprise Proposal,iOS,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",appfdfaf5688b7144ddbb,vzceece43f0a2243f8b6,1214136621,Portrait,,,,,,,,,,,,,,,,
3/7/2017,,,Girls Beauty Salon Ltd/ Beauty Salon+,GBS025G,Surprise Proposal,GP,DFP,Phone,Banner,320x50,/202162408/GBS025GP-Phone-Banner,,com.girlsbeautysalon.android_weddingproposalspa,Portrait,,,,,,,,,,,,,,,,
