Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,Week 0 Impressions,Week 1 Impressions,Week 0 eCPM,Week 1 eCPM,Week 0 Revenue,Week 1 Revenue,Week 0 Sessions,Week 1 Sessions,Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
12/29/2016,,,Doctor Games Inc,DKG0001G,Ice Princess Broken Heart Surgery,GP,DFP,Phone,Banner,320x50,/50170743/DKG0001GP-Phone-Banner,,com.doctorkidsgames.android_princessheartsurgery,Portrait,,,,,,,,,,,,,,,,
12/29/2016,,,Doctor Games Inc,DKG0001G,Ice Princess Broken Heart Surgery,GP,DFP,Tablet,Banner,728x90,/50170743/DKG0001GP-Tablet-Banner,,com.doctorkidsgames.android_princessheartsurgery,Portrait,,,,,,,,,,,,,,,,
12/27/2016,V1.0,12/28/2016,Hug n Hearts,HUGS0108RG,Beauty Queen Makeover,GP,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app3a6a1956d2c3480abf,vzb58a2638a65048438c,com.hugsnhearts.android_winterqueen,Portrait,"12,440","71,490",$4.16,$3.09,$51.77,$221.23,,,,,,,1/4/2017,N/A,N/A,
12/27/2016,V1.0,12/28/2016,Hug n Hearts,HUGS0108RG,Beauty Queen Makeover,GP,DFP,Phone,Banner,320x50,/50170743/HUGS0108RGP-Phone-Banner,,com.hugsnhearts.android_winterqueen,Portrait,"155,849","1,032,802",$0.18,$0.15,$27.83,$151.21,,,,,,,1/4/2017,N/A,N/A,
12/27/2016,V1.0,12/28/2016,Hug n Hearts,HUGS0108RG,Beauty Queen Makeover,GP,DFP,Tablet,Banner,728x90,/50170743/HUGS0108RGP-Tablet-Banner,,com.hugsnhearts.android_winterqueen,Portrait,"85,099","499,225",$0.13,$0.08,$10.74,$40.33,,,,,,,1/4/2017,N/A,N/A,
12/27/2016,V1.0,12/29/2016,Hug n Hearts,HUGS108RA,Beauty Queen Makeover,Amazon,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app458aa60d6a3446d992,vz0cc04ed77104489aa7,com.hugsnhearts.amazon_winterqueen,Portrait,201,557,$0.12,$1.80,$0.02,$1.00,,,,,,,1/4/2017,N/A,N/A,
12/27/2016,V1.0,12/29/2016,Hug n Hearts,HUGS108RA,Beauty Queen Makeover,Amazon,DFP,Phone,Banner,320x50,/50170743/HUGS108RAmazon-Phone-Banner,,com.hugsnhearts.amazon_winterqueen,Portrait,51,218,$0.05,$0.01,$0.00,$0.00,,,,,,,1/4/2017,N/A,N/A,
12/27/2016,V1.0,12/29/2016,Hug n Hearts,HUGS108RA,Beauty Queen Makeover,Amazon,DFP,Tablet,Banner,728x90,/50170743/HUGS108RAmazon-Tablet-Banner,,com.hugsnhearts.amazon_winterqueen,Portrait,"1,567","5,658",$0.05,$0.02,$0.08,$0.14,,,,,,,1/4/2017,N/A,N/A,
12/26/2016,V1.2.0.1,1/3/2017,Bear Hug Media,BHUG023A,Princess Salon - Girls Games,Amazon,DFP,Phone,Banner,320x50,/50170743/BHUG023Amazon-Phone-Banner,,com.bearhugmedia.android_princessmakeoversalon,Portrait,4,0,$0.01,$0.00,$0.00,$0.00,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.2.0.1,1/3/2017,Bear Hug Media,BHUG023A,Princess Salon - Girls Games,Amazon,DFP,Tablet,Banner,728x90,/50170743/BHUG023Amazon-Tablet-Banner,,com.bearhugmedia.android_princessmakeoversalon,Portrait,"14,170","20,414",$0.04,$0.03,$0.50,$0.66,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V3.1.0.1,1/2/2017,Bear Hug Media,BHUG102A,Celebrity Dentist,Amazon,DFP,Phone,Banner,320x50,/50170743/BHUG102Amazon-Phone-Banner,,com.bearhugmedia.android_celebritydentist,Portrait,86,36,$0.16,$0.04,$0.01,$0.00,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V3.1.0.1,1/2/2017,Bear Hug Media,BHUG102A,Celebrity Dentist,Amazon,DFP,Tablet,Banner,728x90,/50170743/BHUG102Amazon-Tablet-Banner,,com.bearhugmedia.android_celebritydentist,Portrait,"21,147","18,219",$0.05,$0.03,$1.15,$0.63,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/10/2017,Bear Hug Media,BHUG1070A,Long Hair Princess Dream Wedding,Amazon,DFP,Phone,Banner,320x50,/50170743/BHUG1070Amazon-Phone-Banner,,com.bearhugmedia.amazon_longhairwedding,Portrait,16,1,$0.05,$0.38,$0.00,$0.00,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/10/2017,Bear Hug Media,BHUG1070A,Long Hair Princess Dream Wedding,Amazon,DFP,Tablet,Banner,728x90,/50170743/BHUG1070Amazon-Tablet-Banner,,com.bearhugmedia.amazon_longhairwedding,Portrait,"14,855","18,873",$0.03,$0.03,$0.44,$0.48,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,12/29/2016,Bear Hug Media,BHUG1072A,Lunch Time Rush! Rock the School Cafeteria,Amazon,DFP,Phone,Banner,320x50,/50170743/BHUG1072Amazon-Phone-Banner,,com.bearhugmedia.amazon_schoollunch,Landscape,26,3,$0.19,$0.04,$0.00,$0.00,,,,,,,1/4/2017,N/A,N/A,
12/26/2016,V1.1,12/29/2016,Bear Hug Media,BHUG1072A,Lunch Time Rush! Rock the School Cafeteria,Amazon,DFP,Tablet,Banner,728x90,/50170743/BHUG1072Amazon-Tablet-Banner,,com.bearhugmedia.amazon_schoollunch,Landscape,"1,485","4,977",$0.04,$0.07,$0.06,$0.33,,,,,,,1/4/2017,N/A,N/A,
12/26/2016,V1.1,1/2/2017,Bear Hug Media,BHUG1073A,BBQ Grill Maker - Crazy Backyard Barbecue Party!,Amazon,DFP,Phone,Banner,320x50,/50170743/BHUG1073Amazon-Phone-Banner,,com.bearhugmedia.amazon_bbqgrill,Portrait,1,18,$0.04,$0.19,$0.00,$0.00,,,,,,,1/13/2017,N/A,N/A,
12/26/2016,V1.1,1/2/2017,Bear Hug Media,BHUG1073A,BBQ Grill Maker - Crazy Backyard Barbecue Party!,Amazon,DFP,Tablet,Banner,728x90,/50170743/BHUG1073Amazon-Tablet-Banner,,com.bearhugmedia.amazon_bbqgrill,Portrait,"4,524","5,976",$0.03,$0.04,$0.13,$0.22,,,,,,,1/13/2017,N/A,N/A,
12/26/2016,V1.1,1/17/2017,Bravo Kids Media Ltd,BKM0019A,Puppy Vet Doctor - Pet Surgery Mania,Amazon,DFP,Phone,Banner,320x50,/50170743/BKM0019Amazon-Phone-Banner,,com.bravokidsmedia.amazon_puppydoctor,Portrait,30,56,$0.13,$0.07,$0.00,$0.00,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/17/2017,Bravo Kids Media Ltd,BKM0019A,Puppy Vet Doctor - Pet Surgery Mania,Amazon,DFP,Tablet,Banner,728x90,/50170743/BKM0019Amazon-Tablet-Banner,,com.bravokidsmedia.amazon_puppydoctor,Portrait,"15,137","11,034",$0.03,$0.07,$0.48,$0.81,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/16/2017,Cool Tweens Limited,CTW0004A,Lipstick Neon Party,Amazon,DFP,Phone,Banner,320x50,/50170743/CTW0004Amazon-Phone-Banner,,net.cooltweens.amazon_lipstickneonparty,Portrait,24,0,$0.07,$0.00,$0.00,$0.00,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/16/2017,Cool Tweens Limited,CTW0004A,Lipstick Neon Party,Amazon,DFP,Tablet,Banner,728x90,/50170743/CTW0004Amazon-Tablet-Banner,,net.cooltweens.amazon_lipstickneonparty,Portrait,"5,145","2,451",$0.02,$0.09,$0.12,$0.23,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V2.0.6.1,1/10/2017,Crazy Cats Media,CCATS008A,Cupcake Maker,Amazon,DFP,Phone,Banner,320x50,/50170743/CCATS008Amazon-Phone-Banner,,com.crazycatsmedia.android_make_cupcake,Portrait,6,366,$0.05,$0.01,$0.00,$0.00,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V2.0.6.1,1/10/2017,Crazy Cats Media,CCATS008A,Cupcake Maker,Amazon,DFP,Tablet,Banner,728x90,/50170743/CCATS008Amazon-Tablet-Banner,,com.crazycatsmedia.android_make_cupcake,Portrait,"17,667","27,790",$0.03,$0.03,$0.48,$0.87,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1.4.1,1/6/2017,Crazy Cats Media,CCATS016A,Cake Maker,Amazon,DFP,Phone,Banner,320x50,/50170743/CCATS016Amazon-Phone-Banner,,com.crazycatsmedia.android_make_cake,Landscape,27,4,$0.27,$0.52,$0.01,$0.00,,,,,,,1/13/2017,N/A,N/A,
12/26/2016,V1.1.4.1,1/6/2017,Crazy Cats Media,CCATS016A,Cake Maker,Amazon,DFP,Tablet,Banner,728x90,/50170743/CCATS016Amazon-Tablet-Banner,,com.crazycatsmedia.android_make_cake,Landscape,"7,970","14,808",$0.05,$0.04,$0.41,$0.53,,,,,,,1/13/2017,N/A,N/A,
12/26/2016,V2.0.4.1,1/3/2017,Crazy Cats Media,CCATS022A,Milkshake Maker,Amazon,DFP,Phone,Banner,320x50,/50170743/CCATS022Amazon-Phone-Banner,,com.crazycatsmedia.android_make_milkshake,Portrait,94,132,$0.15,$0.01,$0.01,$0.00,,,,,,,1/13/2017,N/A,N/A,
12/26/2016,V2.0.4.1,1/3/2017,Crazy Cats Media,CCATS022A,Milkshake Maker,Amazon,DFP,Tablet,Banner,728x90,/50170743/CCATS022Amazon-Tablet-Banner,,com.crazycatsmedia.android_make_milkshake,Portrait,"8,564","8,834",$0.05,$0.04,$0.40,$0.37,,,,,,,1/13/2017,N/A,N/A,
12/26/2016,V1.1.3.1,1/16/2017,Crazy Cats Media,CCATS026A,School Lunch Food!,Amazon,DFP,Phone,Banner,320x50,/50170743/CCATS026Amazon-Phone-Banner,,com.crazycatsmedia.android_make_lunchfood,Landscape,173,180,$0.19,$0.20,$0.03,$0.04,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1.3.1,1/16/2017,Crazy Cats Media,CCATS026A,School Lunch Food!,Amazon,DFP,Tablet,Banner,728x90,/50170743/CCATS026Amazon-Tablet-Banner,,com.crazycatsmedia.android_make_lunchfood,Landscape,"24,186","20,974",$0.06,$0.14,$1.40,$2.96,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/3/2017,Hug n Hearts,HUGS0235A,High School Fashion Boutique,Amazon,DFP,Phone,Banner,320x50,/50170743/HUGS0235Amazon-Phone-Banner,,com.hugsnhearts.amazon_highschoolbotique,Portrait,22,7,$0.23,$0.60,$0.01,$0.00,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/3/2017,Hug n Hearts,HUGS0235A,High School Fashion Boutique,Amazon,DFP,Tablet,Banner,728x90,/50170743/HUGS0235Amazon-Tablet-Banner,,com.hugsnhearts.amazon_highschoolbotique,Portrait,"7,325","11,093",$0.03,$0.03,$0.21,$0.34,,,,,,,1/23/2017,N/A,N/A,
12/26/2016,V1.1,1/5/2017,Kids Food Games Inc.,KFOOD5004A,Movie Night Party！,Amazon,DFP,Phone,Banner,320x50,/50170743/KFOOD5004Amazon-Phone-Banner,,com.kidsfoodinc.amazon_movienightpartyfoodmaker,Portrait,12,14,$0.13,$0.02,$0.00,$0.00,,,,,,,1/13/2017,N/A,N/A,
12/26/2016,V1.1,1/5/2017,Kids Food Games Inc.,KFOOD5004A,Movie Night Party！,Amazon,DFP,Tablet,Banner,728x90,/50170743/KFOOD5004Amazon-Tablet-Banner,,com.kidsfoodinc.amazon_movienightpartyfoodmaker,Portrait,"8,058","17,316",$0.04,$0.03,$0.29,$0.58,,,,,,,1/13/2017,N/A,N/A,
12/25/2016,,,Bravo Kids Media Ltd,BKM0026G,Hollywood Pet ER Surgery - Animal Vet Doctor Mania,GP,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",appe3ee461167f0434ebb,vz092138055b4b48e294,com.bravokidsmedia.android_petersurgery,Portrait,,,,,,,,,,,,,,,,
12/25/2016,,,Bravo Kids Media Ltd,BKM0026G,Hollywood Pet ER Surgery - Animal Vet Doctor Mania,GP,DFP,Phone,Banner,320x50,/50170743/BKM0026GP-Phone-Banner,,com.bravokidsmedia.android_petersurgery,Portrait,,,,,,,,,,,,,,,,
12/25/2016,,,Bravo Kids Media Ltd,BKM0026G,Hollywood Pet ER Surgery - Animal Vet Doctor Mania,GP,DFP,Tablet,Banner,728x90,/50170743/BKM0026GP-Tablet-Banner,,com.bravokidsmedia.android_petersurgery,Portrait,,,,,,,,,,,,,,,,
12/25/2016,,,Bravo Kids Media Ltd,BKM0026A,Hollywood Pet ER Surgery - Animal Vet Doctor Mania,Amazon,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",appd66de50a4c5c47c995,vz1e9ed68374f840de8a,com.bravokidsmedia.amazon_petersurgery,Portrait,,,,,,,,,,,,,,,,
12/25/2016,,,Bravo Kids Media Ltd,BKM0026A,Hollywood Pet ER Surgery - Animal Vet Doctor Mania,Amazon,DFP,Phone,Banner,320x50,/50170743/BKM0026Amazon-Phone-Banner,,com.bravokidsmedia.amazon_petersurgery,Portrait,,,,,,,,,,,,,,,,
12/25/2016,,,Bravo Kids Media Ltd,BKM0026A,Hollywood Pet ER Surgery - Animal Vet Doctor Mania,Amazon,DFP,Tablet,Banner,728x90,/50170743/BKM0026Amazon-Tablet-Banner,,com.bravokidsmedia.amazon_petersurgery,Portrait,,,,,,,,,,,,,,,,
12/22/2016,V1.0.5.1,12/27/2016,Maker Labs (Black Belt Clown),MLABS001A,Maker - Donuts!,Amazon,DFP,Phone,Banner,320x50,/50170743/MLABS001Amazon-Phone-Banner,,com.blackbeltclown.android_donutsmaker,Portrait,109,210,$0.12,$0.24,$0.01,$0.05,,,,,,,12/30/2016,N/A,N/A,
12/22/2016,V1.0.5.1,12/27/2016,Maker Labs (Black Belt Clown),MLABS001A,Maker - Donuts!,Amazon,DFP,Tablet,Banner,728x90,/50170743/MLABS001Amazon-Tablet-Banner,,com.blackbeltclown.android_donutsmaker,Portrait,"24,477","29,754",$0.11,$0.07,$2.76,$1.94,,,,,,,12/30/2016,N/A,N/A,
12/22/2016,V3.1.2.1,12/29/2016,Maker Labs (Black Belt Clown),MLABS022A,Slushy Maker! - Make Crazy Drinks,Amazon,DFP,Phone,Banner,320x50,/50170743/MLABS022Amazon-Phone-Banner,,com.blackbeltclown.android_makerslushy,Portrait,97,124,$1.32,$0.55,$0.13,$0.07,,,,,,,1/4/2017,N/A,N/A,
12/22/2016,V3.1.2.1,12/29/2016,Maker Labs (Black Belt Clown),MLABS022A,Slushy Maker! - Make Crazy Drinks,Amazon,DFP,Tablet,Banner,728x90,/50170743/MLABS022Amazon-Tablet-Banner,,com.blackbeltclown.android_makerslushy,Portrait,"1,936","5,656",$0.08,$0.08,$0.15,$0.46,,,,,,,1/4/2017,N/A,N/A,
12/22/2016,V1.1,12/30/2016,Maker Labs (Black Belt Clown),MLABS1071A,Hot Dog Maker - Ultimate Street Food Festival!,Amazon,DFP,Phone,Banner,320x50,/50170743/MLABS1071Amazon-Phone-Banner,,net.makerlabs.amazon_hotdogmaker,Portrait,0,35,$0.00,$0.02,$0.00,$0.00,,,,,,,1/4/2017,N/A,N/A,
12/22/2016,V1.1,12/30/2016,Maker Labs (Black Belt Clown),MLABS1071A,Hot Dog Maker - Ultimate Street Food Festival!,Amazon,DFP,Tablet,Banner,728x90,/50170743/MLABS1071Amazon-Tablet-Banner,,net.makerlabs.amazon_hotdogmaker,Portrait,590,"1,768",$0.08,$0.03,$0.05,$0.06,,,,,,,1/4/2017,N/A,N/A,
12/21/2016,V3.1,1/6/2017,Bear Hug Media,BHUG102,Celebrity Dentist,iOS,DFP,Phone,Banner,320x50,/50170743/BHUG102iOS-Phone-Banner,,670829713,Portrait,"55,597","138,387",$0.36,$0.38,$20.25,$53.07,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V3.1,1/6/2017,Bear Hug Media,BHUG102,Celebrity Dentist,iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG102iOS-Tablet-Banner,,670829713,Portrait,"90,363","233,226",$0.33,$0.30,$30.02,$70.18,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,,,Bear Hug Media,BHUG1066,"Snack Lover Paradise-Yummy Food Carnival! Snow Cone, Cotton Candy, Donuts and Milkshake",iOS,DFP,Phone,Banner,320x50,/50170743/BHUG1066iOS-Phone-Banner,,1116866149,Landscape,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,
12/21/2016,,,Bear Hug Media,BHUG1066,"Snack Lover Paradise-Yummy Food Carnival! Snow Cone, Cotton Candy, Donuts and Milkshake",iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG1066iOS-Tablet-Banner,,1116866149,Landscape,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,
12/21/2016,V1.3,3/8/2017,Bear Hug Media,BHUG1070,Long Hair Princess Dream Wedding,iOS,DFP,Phone,Banner,320x50,/50170743/BHUG1070iOS-Phone-Banner,,1147073758,Portrait,,,#DIV/0!,#DIV/0!,,,,,,,,,3/13/2017,,,
12/21/2016,V1.3,3/8/2017,Bear Hug Media,BHUG1070,Long Hair Princess Dream Wedding,iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG1070iOS-Tablet-Banner,,1147073758,Portrait,,,#DIV/0!,#DIV/0!,,,,,,,,,3/13/2017,,,
12/21/2016,,,Bear Hug Media,BHUG1072,Lunch Time Rush! Rock the School Cafeteria,iOS,DFP,Phone,Banner,320x50,/50170743/BHUG1072iOS-Phone-Banner,,1150957941,Landscape,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,
12/21/2016,,,Bear Hug Media,BHUG1072,Lunch Time Rush! Rock the School Cafeteria,iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG1072iOS-Tablet-Banner,,1150957941,Landscape,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,
12/21/2016,V1.1,1/6/2017,Bear Hug Media,BHUG1073,BBQ Grill Maker - Crazy Backyard Barbecue Party!,iOS,DFP,Phone,Banner,320x50,/50170743/BHUG1073iOS-Phone-Banner,,1164351898,Portrait,"8,622","17,627",$0.68,$0.74,$5.88,$13.07,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,V1.1,1/6/2017,Bear Hug Media,BHUG1073,BBQ Grill Maker - Crazy Backyard Barbecue Party!,iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG1073iOS-Tablet-Banner,,1164351898,Portrait,"8,471","18,553",$0.54,$0.59,$4.58,$10.94,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,V1.2,1/4/2017,Bear Hug Media,BHUG023G,Princess Salon - Girls Games,GP,DFP,Phone,Banner,320x50,/50170743/BHUG023GP-Phone-Banner,,com.bearhugmedia.android_princess_makeover_salon,Portrait,"1,645,522","1,839,738",$0.10,$0.11,$168.14,$206.75,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,V1.2,1/4/2017,Bear Hug Media,BHUG023G,Princess Salon - Girls Games,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG023GP-Tablet-Banner,,com.bearhugmedia.android_princess_makeover_salon,Portrait,"691,378","747,359",$0.07,$0.07,$50.83,$49.01,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,,,Bear Hug Media,BHUG102G,Celebrity Dentist,GP,DFP,Phone,Banner,320x50,/50170743/BHUG102GP-Phone-Banner,,com.bearhugmedia.android_celebritydentist,Portrait,,,#DIV/0!,#DIV/0!,,,,,,,,"No traffic due to incorrect ID, will submit an update to correct the ID",1/13/2017,N/A,N/A,
12/21/2016,,,Bear Hug Media,BHUG102G,Celebrity Dentist,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG102GP-Tablet-Banner,,com.bearhugmedia.android_celebritydentist,Portrait,,,#DIV/0!,#DIV/0!,,,,,,,,"No traffic due to incorrect ID, will submit an update to correct the ID",1/13/2017,N/A,N/A,
12/21/2016,V1.2,12/29/2016,Bear Hug Media,BHUG1069G,Fashion Evolution - Hollywood Star Hairstylist,GP,DFP,Phone,Banner,320x50,/50170743/BHUG1069GP-Phone-Banner,,com.bearhugmedia.android_hollywoodstarhairstylist,Portrait,"246,503","855,344",$0.08,$0.04,$19.26,$37.32,,,,,,,1/4/2017,N/A,N/A,
12/21/2016,V1.2,12/29/2016,Bear Hug Media,BHUG1069G,Fashion Evolution - Hollywood Star Hairstylist,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG1069GP-Tablet-Banner,,com.bearhugmedia.android_hollywoodstarhairstylist,Portrait,"156,052","467,517",$0.07,$0.03,$10.80,$16.14,,,,,,,1/4/2017,N/A,N/A,
12/21/2016,V1.1,1/10/2017,Bear Hug Media,BHUG1070G,Long Hair Princess Dream Wedding,GP,DFP,Phone,Banner,320x50,/50170743/BHUG1070GP-Phone-Banner,,com.bearhugmedia.android_longhairwedding,Portrait,"1,695,774","1,956,599",$0.14,$0.14,$240.08,$274.18,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.1,1/10/2017,Bear Hug Media,BHUG1070G,Long Hair Princess Dream Wedding,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG1070GP-Tablet-Banner,,com.bearhugmedia.android_longhairwedding,Portrait,"989,808","1,216,108",$0.09,$0.08,$85.03,$96.22,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.1,12/29/2016,Bear Hug Media,BHUG1072G,Lunch Time Rush! Rock the School Cafeteria,GP,DFP,Phone,Banner,320x50,/50170743/BHUG1072GP-Phone-Banner,,com.bearhugmedia.android_schoollunch,Landscape,"20,834","78,380",$0.28,$0.23,$5.85,$18.25,,,,,,,1/4/2017,N/A,N/A,
12/21/2016,V1.1,12/29/2016,Bear Hug Media,BHUG1072G,Lunch Time Rush! Rock the School Cafeteria,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG1072GP-Tablet-Banner,,com.bearhugmedia.android_schoollunch,Landscape,"11,937","40,835",$0.21,$0.18,$2.52,$7.53,,,,,,,1/4/2017,N/A,N/A,
12/21/2016,V1.1,1/2/2017,Bear Hug Media,BHUG1073G,BBQ Grill Maker - Crazy Backyard Barbecue Party!,GP,DFP,Phone,Banner,320x50,/50170743/BHUG1073GP-Phone-Banner,,com.bearhugmedia.android_bbqgrill,Portrait,"46,158","55,424",$0.15,$0.13,$6.84,$7.20,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,V1.1,1/2/2017,Bear Hug Media,BHUG1073G,BBQ Grill Maker - Crazy Backyard Barbecue Party!,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG1073GP-Tablet-Banner,,com.bearhugmedia.android_bbqgrill,Portrait,"23,222","31,217",$0.10,$0.07,$2.25,$2.28,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,,,Bravo Kids Media Ltd,BKM0017,Beverly Hills Beauty Clinic Affair,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0017iOS-Phone-Banner,,1147890913,Portrait,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,
12/21/2016,,,Bravo Kids Media Ltd,BKM0017,Beverly Hills Beauty Clinic Affair,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0017iOS-Tablet-Banner,,1147890913,Portrait,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,
12/21/2016,V1.2,1/7/2017,Bravo Kids Media Ltd,BKM0019,Puppy Vet Doctor - Pet Surgery Mania,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0019iOS-Phone-Banner,,1169946884,Portrait,"14,698","45,938",$0.71,$0.68,$10.49,$31.13,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.2,1/7/2017,Bravo Kids Media Ltd,BKM0019,Puppy Vet Doctor - Pet Surgery Mania,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0019iOS-Tablet-Banner,,1169946884,Portrait,"25,299","82,681",$0.52,$0.45,$13.04,$37.29,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.1,1/6/2017,Bravo Kids Media Ltd,BKM0022,Mermaid Love Story - Plastic Surgery and Wedding Game,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0022iOS-Phone-Banner,,1164019583,Portrait,"33,298","69,463",$0.64,$0.68,$21.44,$47.36,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,V1.1,1/6/2017,Bravo Kids Media Ltd,BKM0022,Mermaid Love Story - Plastic Surgery and Wedding Game,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0022iOS-Tablet-Banner,,1164019583,Portrait,"47,465","96,027",$0.38,$0.42,$17.96,$40.27,,,,,,,1/13/2017,N/A,N/A,
12/21/2016,V1.3,1/6/2017,Bravo Kids Media Ltd,BKM0012G,Superhero doctor 2 - ER surgery,GP,DFP,Phone,Banner,320x50,/50170743/BKM0012GP-Phone-Banner,,com.bravokidsmedia.android_superherodoctorsurgery,Portrait,"2,354,193","6,359,503",$0.19,$0.18,$446.94,"$1,113.36",,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.3,1/6/2017,Bravo Kids Media Ltd,BKM0012G,Superhero doctor 2 - ER surgery,GP,DFP,Tablet,Banner,728x90,/50170743/BKM0012GP-Tablet-Banner,,com.bravokidsmedia.android_superherodoctorsurgery,Portrait,"1,494,791","3,534,861",$0.10,$0.08,$143.38,$280.05,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.1,1/16/2017,Bravo Kids Media Ltd,BKM0019G,Puppy Vet Doctor - Pet Surgery Mania,GP,DFP,Phone,Banner,320x50,/50170743/BKM0019GP-Phone-Banner,,com.bravokidsmedia.android_puppydoctor,Portrait,"187,556","205,331",$0.38,$0.36,$71.17,$74.31,,,,,,,1/23/2017,N/A,N/A,
12/21/2016,V1.1,1/16/2017,Bravo Kids Media Ltd,BKM0019G,Puppy Vet Doctor - Pet Surgery Mania,GP,DFP,Tablet,Banner,728x90,/50170743/BKM0019GP-Tablet-Banner,,com.bravokidsmedia.android_puppydoctor,Portrait,"140,406","148,970",$0.25,$0.21,$35.73,$31.80,,,,,,,1/23/2017,N/A,N/A,
12/21/2016,V1.3,1/6/2017,Cool Tweens Limited,CTW0004,Lipstick Neon Party,iOS,DFP,Phone,Banner,320x50,/50170743/CTW0004iOS-Phone-Banner,,1166862891,Portrait,"9,590","21,041",$0.45,$0.43,$4.33,$9.10,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.3,1/6/2017,Cool Tweens Limited,CTW0004,Lipstick Neon Party,iOS,DFP,Tablet,Banner,728x90,/50170743/CTW0004iOS-Tablet-Banner,,1166862891,Portrait,"18,041","37,637",$0.34,$0.32,$6.08,$12.15,,,,,,,1/16/2017,N/A,N/A,
12/21/2016,V1.1,1/15/2017,Cool Tweens Limited,CTW0004G,Lipstick Neon Party,GP,DFP,Phone,Banner,320x50,/50170743/CTW0004GP-Phone-Banner,,net.cooltweens.android_lipstickneonparty,Portrait,11,"56,235",$0.19,$0.12,$0.00,$6.88,,,,,,,1/23/2017,N/A,N/A,
12/21/2016,V1.1,1/15/2017,Cool Tweens Limited,CTW0004G,Lipstick Neon Party,GP,DFP,Tablet,Banner,728x90,/50170743/CTW0004GP-Tablet-Banner,,net.cooltweens.android_lipstickneonparty,Portrait,13,"37,847",$0.14,$0.09,$0.00,$3.57,,,,,,,1/23/2017,N/A,N/A,
