Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,"Week 0
Impressions","Week 1
Impressions","Week 0
eCPM","Week 1
eCPM","Week 0
Revenue","Week 1
Revenue",Week 0 Sessions,Week 1 Sessions,Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Admob,Phone,Banner,,,,938122909,Portrait,,,,,,,,,,,,Ad suspended by Admob at 11 July 2016,,,,
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Admob,Phone,Interstitial,,,,938122909,Portrait,,,,,,,,,,,,Ad suspended by Admob at 11 July 2016,,,,
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Admob,Tablet,Banner,,,,938122909,Portrait,,,,,,,,,,,,Ad suspended by Admob at 11 July 2016,,,,
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Admob,Tablet,Interstitial,,,,938122909,Portrait,,,,,,,,,,,,Ad suspended by Admob at 11 July 2016,,,,
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Mopub,Phone,Banner,,,,938122909,Portrait,,,,,,,,,,,,,,,,
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Mopub,Phone,Interstitial,,,,938122909,Portrait,,,,,,,,,,,,,,,,
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Mopub,Tablet,Banner,,,,938122909,Portrait,,,,,,,,,,,,,,,,
,V1.0,12/3/2014,Cooking Games Media,CGM019,Gingerbread Kids - Christmas Food Games,iOS,Mopub,Tablet,Interstitial,,,,938122909,Portrait,,,,,,,,,,,,,,,,
,V1.0,12/4/2014,Cooking Games Media,CGM015G,Mac N' Cheese Maker,GP,Admob,Phone,Banner,,,,com.cookinggamesmedia.android_macncheese,,,,,,,,,,,,,Ad suspended by Admob at 24 July 2015,,,,
,V1.0,12/4/2014,Cooking Games Media,CGM015G,Mac N' Cheese Maker,GP,Admob,Phone,Interstitial,,,,com.cookinggamesmedia.android_macncheese,,,,,,,,,,,,,Ad suspended by Admob at 24 July 2015,,,,
,V1.0,12/4/2014,Cooking Games Media,CGM015G,Mac N' Cheese Maker,GP,Admob,Tablet,Banner,,,,com.cookinggamesmedia.android_macncheese,,,,,,,,,,,,,Ad suspended by Admob at 24 July 2015,,,,
,V1.0,12/4/2014,Cooking Games Media,CGM015G,Mac N' Cheese Maker,GP,Admob,Tablet,Interstitial,,,,com.cookinggamesmedia.android_macncheese,,,,,,,,,,,,,Ad suspended by Admob at 24 July 2015,,,,
,V1.0,12/4/2014,Cooking Games Media,CGM015G,Mac N' Cheese Maker,GP,Mopub,Phone,Banner,,,,com.cookinggamesmedia.android_macncheese,,,,,,,,,,,,,,,,,
,V1.0,12/4/2014,Cooking Games Media,CGM015G,Mac N' Cheese Maker,GP,Mopub,Phone,Interstitial,,,,com.cookinggamesmedia.android_macncheese,,,,,,,,,,,,,,,,,
,V1.0,12/4/2014,Cooking Games Media,CGM015G,Mac N' Cheese Maker,GP,Mopub,Tablet,Banner,,,,com.cookinggamesmedia.android_macncheese,,,,,,,,,,,,,,,,,
