Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,"Week 0
Impressions","Week 1
Impressions","Week 0
eCPM","Week 1
eCPM","Week 0
Revenue","Week 1
Revenue",Week 0 Sessions,Week 1 Sessions,Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
12/30/2016,V1.0,1/10/2017,Beauty Story Ltd / Beauty Games,BSL009G,Snow Wedding,GP,DFP,Phone,Banner,320x50,/202162408/BSL009GP-Phone-Banner,,com.beautystorygames.android_icecastlewedding,Portrait,"30,255","121,901",$0.08,$0.08,$2.43,$9.22,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
12/30/2016,V1.0,1/10/2017,Beauty Story Ltd / Beauty Games,BSL009G,Snow Wedding,GP,DFP,Phone,Interstitial,320x480,/202162408/BSL009GP-Phone-Interstitial,,com.beautystorygames.android_icecastlewedding,Portrait,"14,595","60,581",$0.32,$0.32,$4.70,$19.21,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
12/30/2016,V1.0,1/10/2017,Beauty Story Ltd / Beauty Games,BSL009G,Snow Wedding,GP,DFP,Tablet,Banner,728x90,/202162408/BSL009GP-Tablet-Banner,,com.beautystorygames.android_icecastlewedding,Portrait,"10,721","41,853",$0.09,$0.08,$0.96,$3.40,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
12/30/2016,V1.0,1/10/2017,Beauty Story Ltd / Beauty Games,BSL009G,Snow Wedding,GP,DFP,Tablet,Interstitial,768x1024,/202162408/BSL009GP-Tablet-Interstitial,,com.beautystorygames.android_icecastlewedding,Portrait,"5,378","22,198",$0.28,$0.23,$1.49,$5.14,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
12/30/2016,V1.0,1/10/2017,Beauty Story Ltd / Beauty Games,BSL012G,Crazy Fan Concert,GP,DFP,Phone,Banner,320x50,/202162408/BSL012GP-Phone-Banner,,com.beautystorygames.android_rockstarlive,Portrait,"26,256","59,744",$0.08,$0.08,$2.15,$4.64,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
12/30/2016,V1.0,1/10/2017,Beauty Story Ltd / Beauty Games,BSL012G,Crazy Fan Concert,GP,DFP,Tablet,Banner,728x90,/202162408/BSL012GP-Tablet-Banner,,com.beautystorygames.android_rockstarlive,Portrait,"2,971","25,652",$0.18,$0.08,$0.53,$2.12,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL004G,Movie Star & Director,GP,DFP,Phone,Banner,320x50,/202162408/GFL004GP-Phone-Banner,,net.girlfashiongames.android_filmdirectorsalon,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL004G,Movie Star & Director,GP,DFP,Phone,Interstitial,320x480,/202162408/GFL004GP-Phone-Interstitial,,net.girlfashiongames.android_filmdirectorsalon,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL004G,Movie Star & Director,GP,DFP,Tablet,Banner,728x90,/202162408/GFL004GP-Tablet-Banner,,net.girlfashiongames.android_filmdirectorsalon,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL004G,Movie Star & Director,GP,DFP,Tablet,Interstitial,768x1024,/202162408/GFL004GP-Tablet-Interstitial,,net.girlfashiongames.android_filmdirectorsalon,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL006G,Celebrity love story photographer,GP,DFP,Phone,Banner,320x50,/202162408/GFL006GP-Phone-Banner,,net.girlfashiongames.android_celebritydatephoto,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL006G,Celebrity love story photographer,GP,DFP,Phone,Interstitial,320x480,/202162408/GFL006GP-Phone-Interstitial,,net.girlfashiongames.android_celebritydatephoto,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL006G,Celebrity love story photographer,GP,DFP,Tablet,Banner,728x90,/202162408/GFL006GP-Tablet-Banner,,net.girlfashiongames.android_celebritydatephoto,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,,,Girls Fashion Ltd / Fashion Games,GFL006G,Celebrity love story photographer,GP,DFP,Tablet,Interstitial,768x1024,/202162408/GFL006GP-Tablet-Interstitial,,net.girlfashiongames.android_celebritydatephoto,Portrait,,,,,,,,,,,,"testing DFP+ADX, created in Soir Media acct",,,,
12/30/2016,V1.0,1/11/2017,Ice Beauty,IBY034G,Fashion Star Ski Holiday,GP,DFP,Phone,Banner,320x50,/202162408/IBY034GP-Phone-Banner,,net.icebeauty.android_fashionstarskiholiday,Portrait,"20,655","51,436",$0.10,$0.11,$2.08,$5.42,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
12/30/2016,V1.0,1/11/2017,Ice Beauty,IBY034G,Fashion Star Ski Holiday,GP,DFP,Phone,Interstitial,320x480,/202162408/IBY034GP-Phone-Interstitial,,net.icebeauty.android_fashionstarskiholiday,Portrait,"8,986","23,307",$0.42,$0.47,$3.75,$10.98,,,,,,"testing DFP+ADX, created in Soir Media acct",1/16/2017,N/A,N/A,
