Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,"Week 0
Impressions","Week 1
Impressions","Week 0
eCPM","Week 1
eCPM","Week 0
Revenue","Week 1
Revenue",Week 0 Sessions,Week 1 Sessions,Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
12/28/2015,,,Baby Care Inc,BCI262G,,GP,AdColony (Central account),Both,Rewarded Video,"320x480, 768x1024",app9fc2bc76c7c248459c,vzcb0d35ce842d456c83,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Admob,Phone,Banner,320x50,ca-app-pub-8961013584671357/2810720828,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Admob,Phone,Interstitial,320x480,ca-app-pub-8961013584671357/5764187227,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Admob,Tablet,Banner,728x90,ca-app-pub-8961013584671357/4287454021,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Admob,Tablet,Interstitial,768x1024,ca-app-pub-8961013584671357/7240920429,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Fyber,Both,Rewarded Video,"320x480, 768x1024",39855,d276ddf554f7594d91c522780f31d5f4,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Mopub,Phone,Banner,320x50,7c08e04c9ded4c9ebf67e92bf7c318d3,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Mopub,Phone,Interstitial,320x480,c06c47cb356c471cbe2ae3ce08793822,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Mopub,Tablet,Banner,728x90,5bca881afe474ae4a6dcd2cbf9d3a230,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Mopub,Tablet,Interstitial,768x1024,4b2a875d5a564408a1a1533f70df60f4,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch,,,,
12/28/2015,,,Baby Care Inc,BCI262G,,GP,Unity Ads,Both,Rewarded Video,"320x480, 768x1024",99196,,net.babycareinc.android_kidslunchbox,Portrait,,,,,,,,,,,,Studio Switch; Disabled at 4 Aug 2016,,,,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,AdColony (Central account),Both,Rewarded Video,"320x480, 768x1024",app7423a6d4e84141f18b,vz9373fe312d9d448fac,1071169672,Portrait,133,144,$3.31,$4.65,$0.44,$0.67,"1,407","2,229",,,,,2/17/2016,2/17/2016,2/17/2016,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Admob,Phone,Banner,320x50,ca-app-pub-8961013584671357/3089922425,,1071169672,Portrait,"1,584","2,566",$0.25,$0.67,$0.39,$1.73,"1,407","2,229",,,,,2/17/2016,2/17/2016,N/A,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Admob,Phone,Interstitial,320x480,ca-app-pub-8961013584671357/6043388827,,1071169672,Portrait,271,361,$1.37,$1.72,$0.37,$0.62,"1,407","2,229",,,,,2/17/2016,2/17/2016,N/A,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Admob,Tablet,Banner,728x90,ca-app-pub-8961013584671357/4566655620,,1071169672,Portrait,"3,587","4,601",$0.53,$0.69,$1.89,$3.17,"1,407","2,229",,,,,2/17/2016,2/17/2016,N/A,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Admob,Tablet,Interstitial,768x1024,ca-app-pub-8961013584671357/7520122023,,1071169672,Portrait,383,548,$0.39,$0.66,$0.15,$0.36,"1,407","2,229",,,,,2/17/2016,2/17/2016,N/A,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Fyber,Both,Rewarded Video,"320x480, 768x1024",39853,36394eddd782638465c0fe2d56b1784f,1071169672,Portrait,146,255,$0.00,$0.00,$0.00,$0.00,"1,407","2,229",,,,,2/17/2016,N/A,N/A,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Mopub,Phone,Banner,320x50,79f3e7d368e048dc9339bfdb9e84d4c3,,1071169672,Portrait,287,694,$1.10,$1.24,$0.32,$0.86,"1,407","2,229",,,,,2/17/2016,N/A,2/17/2016,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Mopub,Phone,Interstitial,320x480,4f5c0b806cd64600836d865ded01e952,,1071169672,Portrait,348,631,$5.45,$6.30,$1.90,$3.98,"1,407","2,229",,,,,2/17/2016,N/A,2/17/2016,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Mopub,Tablet,Banner,728x90,09cabb8bda804cae95afb9b17dd0e698,,1071169672,Portrait,514,803,$1.01,$1.06,$0.52,$0.85,"1,407","2,229",,,,,2/17/2016,N/A,2/17/2016,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Mopub,Tablet,Interstitial,768x1024,102fc58b57c74e3e9ad1b2bd4406bf8c,,1071169672,Portrait,911,"1,085",$5.17,$7.10,$4.71,$7.70,"1,407","2,229",,,,,2/17/2016,N/A,2/17/2016,
12/28/2015,V1.0,2/3/2016,Kids Media Inc,KMI262,Kids Lunch Box - School Day Cooking Adventure,iOS,Unity Ads,Both,Rewarded Video,"320x480, 768x1024",99197,,1071169672,Portrait,255,339,$3.65,$2.04,$0.93,$0.69,"1,407","2,229",,,,Disabled at 4 Aug 2016,2/17/2016,2/17/2016,2/17/2016,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,AdColony (Central account),Both,Rewarded Video,"320x480, 768x1024",app4732a1dc0d7c4ed287,vz51ff7a4a81774346ac,1070462755,Portrait,"3,099","3,692",$2.02,$3.13,$6.27,$11.55,"3,559","4,749",,,,,2/17/2016,2/17/2016,2/17/2016,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Admob,Phone,Banner,320x50,ca-app-pub-8961013584671357/4809478024,,1070462755,Portrait,"3,565","3,161",$1.10,$1.31,$3.91,$4.14,"3,559","4,749",,,,,2/17/2016,2/17/2016,N/A,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Admob,Phone,Interstitial,320x480,ca-app-pub-8961013584671357/7762944426,,1070462755,Portrait,455,514,$2.37,$1.65,$1.08,$0.85,"3,559","4,749",,,,,2/17/2016,2/17/2016,N/A,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Admob,Tablet,Banner,728x90,ca-app-pub-8961013584671357/6286211224,,1070462755,Portrait,"6,091","7,382",$0.77,$0.64,$4.70,$4.71,"3,559","4,749",,,,,2/17/2016,2/17/2016,N/A,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Admob,Tablet,Interstitial,768x1024,ca-app-pub-8961013584671357/9239677620,,1070462755,Portrait,684,793,$0.89,$1.55,$0.61,$1.23,"3,559","4,749",,,,,2/17/2016,2/17/2016,N/A,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Fyber,Both,Rewarded Video,"320x480, 768x1024",39777,b8c83fd7fd8a10651a97e402b569ee09,1070462755,Portrait,"1,097","1,201",$2.30,$6.03,$2.52,$7.24,"3,559","4,749",,,,,2/17/2016,N/A,N/A,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Mopub,Phone,Banner,320x50,346fc66138b44c6da1c5c18bb2c0fc74,,1070462755,Portrait,"1,087","1,625",$1.21,$1.27,$1.31,$2.07,"3,559","4,749",,,,,2/17/2016,N/A,2/17/2016,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Mopub,Phone,Interstitial,320x480,b44f15c4200348aebe52b17248738bd1,,1070462755,Portrait,"1,113","1,227",$6.29,$6.20,$7.00,$7.60,"3,559","4,749",,,,,2/17/2016,N/A,2/17/2016,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Mopub,Tablet,Banner,728x90,3b70cbd39cf44cd09770f8c14ecdb45a,,1070462755,Portrait,657,"1,331",$1.03,$1.12,$0.68,$1.50,"3,559","4,749",,,,,2/17/2016,N/A,2/17/2016,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Mopub,Tablet,Interstitial,768x1024,d385464a87b7424db9314638b5b07ceb,,1070462755,Portrait,"1,212","1,793",$5.58,$6.60,$6.76,$11.84,"3,559","4,749",,,,,2/17/2016,N/A,2/17/2016,
12/22/2015,V1.0,2/12/2016,Baby Care Inc,BGI154,Summer Salon - Beach Girls Flash Tattoo,iOS,Unity Ads,Both,Rewarded Video,"320x480, 768x1024",99194,,1070462755,Portrait,"1,880","1,755",$0.39,$3.25,$0.74,$5.70,"3,559","4,749",,,,Disabled at 4 Aug 2016,2/17/2016,2/17/2016,2/17/2016,
